TIME(1-Perth),week,hour,1-Perth,TIME(2-XIANGGANG),2-XIANGGANG,TIME(3-PALO),3-PALO,TIME(4-DUNDEE),4-DUNDEE,TIME(5-BOULDER),5-BOULDER, TIME(6-Auchterarder),6-Auchterarder, TIME(7-Kinross),7-Kinross,Time(8-Pitlochry),8-Pitlochry,Time(9-Crieff),9-Crieff,Time(10-Aberfeldy),10-Aberfeldy,Time(11-Dunkeld),11-Dunkeld,Time(12-Blairgowrie),12-Blairgowrie,13-Beijing
2019/7/7 21:00,7,21 ,6,2022/5/23 21:00,14,2020/11/7 21:00,4,2018/7/7 21:00,27,2021/8/7 21:00,6,2019/7/7 21:00,0,2019/7/7 21:00,0,2019/7/7 21:00,0,2019/7/7 21:00,0,2019/7/7 21:00,1,2019/7/7 21:00,1,2019/7/7 21:00,1,1080
2019/7/7 22:00,7,22 ,5,2022/5/23 22:00,12,2020/11/7 22:00,4,2018/7/7 22:00,30,2021/8/7 22:00,4,2019/7/7 22:00,0,2019/7/7 22:00,0,2019/7/7 22:00,0,2019/7/7 22:00,0,2019/7/7 22:00,1,2019/7/7 22:00,0,2019/7/7 22:00,0,1029
2019/7/7 23:00,7,23 ,6,2022/5/23 23:00,9,2020/11/7 23:00,3,2018/7/7 23:00,25,2021/8/7 23:00,3,2019/7/7 23:00,0,2019/7/7 23:00,0,2019/7/7 23:00,1,2019/7/7 23:00,1,2019/7/7 23:00,1,2019/7/7 23:00,0,2019/7/7 23:00,0,991
2019/7/8 0:00,1,0 ,5,2022/5/24 0:00,9,2020/11/8 0:00,3,2018/7/8 0:00,28,2021/8/8 0:00,2,2019/7/8 0:00,0,2019/7/8 0:00,0,2019/7/8 0:00,1,2019/7/8 0:00,1,2019/7/8 0:00,1,2019/7/8 0:00,0,2019/7/8 0:00,0,960
2019/7/8 1:00,1,1 ,5,2022/5/24 1:00,7,2020/11/8 1:00,3,2018/7/8 1:00,30,2021/8/8 1:00,2,2019/7/8 1:00,0,2019/7/8 1:00,0,2019/7/8 1:00,1,2019/7/8 1:00,1,2019/7/8 1:00,1,2019/7/8 1:00,0,2019/7/8 1:00,0,953
2019/7/8 2:00,1,2 ,5,2022/5/24 2:00,5,2020/11/8 2:00,3,2018/7/8 2:00,31,2021/8/8 2:00,2,2019/7/8 2:00,0,2019/7/8 2:00,0,2019/7/8 2:00,1,2019/7/8 2:00,1,2019/7/8 2:00,1,2019/7/8 2:00,0,2019/7/8 2:00,0,942
2019/7/8 3:00,1,3 ,5,2022/5/24 3:00,4,2020/11/8 3:00,3,2018/7/8 3:00,32,2021/8/8 3:00,2,2019/7/8 3:00,0,2019/7/8 3:00,0,2019/7/8 3:00,1,2019/7/8 3:00,1,2019/7/8 3:00,1,2019/7/8 3:00,0,2019/7/8 3:00,0,942
2019/7/8 4:00,1,4 ,5,2022/5/24 4:00,4,2020/11/8 4:00,3,2018/7/8 4:00,30,2021/8/8 4:00,2,2019/7/8 4:00,0,2019/7/8 4:00,0,2019/7/8 4:00,1,2019/7/8 4:00,1,2019/7/8 4:00,1,2019/7/8 4:00,0,2019/7/8 4:00,0,945
2019/7/8 5:00,1,5 ,5,2022/5/24 5:00,6,2020/11/8 5:00,3,2018/7/8 5:00,30,2021/8/8 5:00,2,2019/7/8 5:00,0,2019/7/8 5:00,2,2019/7/8 5:00,1,2019/7/8 5:00,1,2019/7/8 5:00,1,2019/7/8 5:00,0,2019/7/8 5:00,0,952
2019/7/8 6:00,1,6 ,5,2022/5/24 6:00,10,2020/11/8 6:00,3,2018/7/8 6:00,30,2021/8/8 6:00,2,2019/7/8 6:00,0,2019/7/8 6:00,2,2019/7/8 6:00,1,2019/7/8 6:00,1,2019/7/8 6:00,1,2019/7/8 6:00,0,2019/7/8 6:00,0,993
2019/7/8 7:00,1,7 ,5,2022/5/24 7:00,11,2020/11/8 7:00,4,2018/7/8 7:00,29,2021/8/8 7:00,3,2019/7/8 7:00,0,2019/7/8 7:00,2,2019/7/8 7:00,1,2019/7/8 7:00,2,2019/7/8 7:00,1,2019/7/8 7:00,0,2019/7/8 7:00,0,1201
2019/7/8 8:00,1,8 ,5,2022/5/24 8:00,14,2020/11/8 8:00,6,2018/7/8 8:00,30,2021/8/8 8:00,5,2019/7/8 8:00,0,2019/7/8 8:00,6,2019/7/8 8:00,1,2019/7/8 8:00,2,2019/7/8 8:00,1,2019/7/8 8:00,1,2019/7/8 8:00,0,1485
2019/7/8 9:00,1,9 ,6,2022/5/24 9:00,14,2020/11/8 9:00,12,2018/7/8 9:00,31,2021/8/8 9:00,9,2019/7/8 9:00,0,2019/7/8 9:00,6,2019/7/8 9:00,1,2019/7/8 9:00,2,2019/7/8 9:00,1,2019/7/8 9:00,0,2019/7/8 9:00,1,1685
2019/7/8 10:00,1,10 ,8,2022/5/24 10:00,15,2020/11/8 10:00,12,2018/7/8 10:00,33,2021/8/8 10:00,9,2019/7/8 10:00,1,2019/7/8 10:00,4,2019/7/8 10:00,1,2019/7/8 10:00,2,2019/7/8 10:00,1,2019/7/8 10:00,0,2019/7/8 10:00,1,1759
2019/7/8 11:00,1,11 ,12,2022/5/24 11:00,15,2020/11/8 11:00,9,2018/7/8 11:00,32,2021/8/8 11:00,9,2019/7/8 11:00,1,2019/7/8 11:00,6,2019/7/8 11:00,1,2019/7/8 11:00,2,2019/7/8 11:00,1,2019/7/8 11:00,1,2019/7/8 11:00,0,1807
2019/7/8 12:00,1,12 ,12,2022/5/24 12:00,15,2020/11/8 12:00,11,2018/7/8 12:00,33,2021/8/8 12:00,8,2019/7/8 12:00,1,2019/7/8 12:00,6,2019/7/8 12:00,1,2019/7/8 12:00,2,2019/7/8 12:00,1,2019/7/8 12:00,0,2019/7/8 12:00,1,1858
2019/7/8 13:00,1,13 ,11,2022/5/24 13:00,16,2020/11/8 13:00,12,2018/7/8 13:00,35,2021/8/8 13:00,5,2019/7/8 13:00,1,2019/7/8 13:00,6,2019/7/8 13:00,2,2019/7/8 13:00,2,2019/7/8 13:00,2,2019/7/8 13:00,1,2019/7/8 13:00,0,1842
2019/7/8 14:00,1,14 ,9,2022/5/24 14:00,16,2020/11/8 14:00,10,2018/7/8 14:00,34,2021/8/8 14:00,6,2019/7/8 14:00,1,2019/7/8 14:00,2,2019/7/8 14:00,2,2019/7/8 14:00,2,2019/7/8 14:00,1,2019/7/8 14:00,1,2019/7/8 14:00,0,1819
2019/7/8 15:00,1,15 ,8,2022/5/24 15:00,14,2020/11/8 15:00,7,2018/7/8 15:00,34,2021/8/8 15:00,6,2019/7/8 15:00,1,2019/7/8 15:00,4,2019/7/8 15:00,1,2019/7/8 15:00,2,2019/7/8 15:00,1,2019/7/8 15:00,1,2019/7/8 15:00,0,1822
2019/7/8 16:00,1,16 ,8,2022/5/24 16:00,14,2020/11/8 16:00,6,2018/7/8 16:00,31,2021/8/8 16:00,5,2019/7/8 16:00,0,2019/7/8 16:00,6,2019/7/8 16:00,1,2019/7/8 16:00,2,2019/7/8 16:00,1,2019/7/8 16:00,1,2019/7/8 16:00,1,1808
2019/7/8 17:00,1,17 ,7,2022/5/24 17:00,15,2020/11/8 17:00,7,2018/7/8 17:00,31,2021/8/8 17:00,4,2019/7/8 17:00,1,2019/7/8 17:00,6,2019/7/8 17:00,1,2019/7/8 17:00,2,2019/7/8 17:00,1,2019/7/8 17:00,1,2019/7/8 17:00,0,1747
2019/7/8 18:00,1,18 ,9,2022/5/24 18:00,15,2020/11/8 18:00,6,2018/7/8 18:00,33,2021/8/8 18:00,4,2019/7/8 18:00,1,2019/7/8 18:00,4,2019/7/8 18:00,1,2019/7/8 18:00,2,2019/7/8 18:00,1,2019/7/8 18:00,1,2019/7/8 18:00,1,1511
2019/7/8 19:00,1,19 ,9,2022/5/24 19:00,13,2020/11/8 19:00,5,2018/7/8 19:00,32,2021/8/8 19:00,2,2019/7/8 19:00,1,2019/7/8 19:00,6,2019/7/8 19:00,1,2019/7/8 19:00,1,2019/7/8 19:00,1,2019/7/8 19:00,0,2019/7/8 19:00,0,1352
2019/7/8 20:00,1,20 ,7,2022/5/24 20:00,11,2020/11/8 20:00,4,2018/7/8 20:00,32,2021/8/8 20:00,2,2019/7/8 20:00,1,2019/7/8 20:00,8,2019/7/8 20:00,1,2019/7/8 20:00,1,2019/7/8 20:00,1,2019/7/8 20:00,0,2019/7/8 20:00,0,1353
2019/7/8 21:00,1,21 ,7,2022/5/24 21:00,13,2020/11/8 21:00,3,2018/7/8 21:00,33,2021/8/8 21:00,1,2019/7/8 21:00,0,2019/7/8 21:00,2,2019/7/8 21:00,1,2019/7/8 21:00,2,2019/7/8 21:00,1,2019/7/8 21:00,0,2019/7/8 21:00,1,1284
2019/7/8 22:00,1,22 ,5,2022/5/24 22:00,13,2020/11/8 22:00,3,2018/7/8 22:00,30,2021/8/8 22:00,1,2019/7/8 22:00,0,2019/7/8 22:00,0,2019/7/8 22:00,1,2019/7/8 22:00,1,2019/7/8 22:00,1,2019/7/8 22:00,0,2019/7/8 22:00,1,1190
2019/7/8 23:00,1,23 ,6,2022/5/24 23:00,10,2020/11/8 23:00,3,2018/7/8 23:00,31,2021/8/8 23:00,1,2019/7/8 23:00,0,2019/7/8 23:00,0,2019/7/8 23:00,1,2019/7/8 23:00,1,2019/7/8 23:00,1,2019/7/8 23:00,0,2019/7/8 23:00,0,1108
2019/7/9 0:00,2,0 ,6,2022/5/25 0:00,10,2020/11/9 0:00,3,2018/7/9 0:00,29,2021/8/9 0:00,1,2019/7/9 0:00,0,2019/7/9 0:00,2,2019/7/9 0:00,1,2019/7/9 0:00,1,2019/7/9 0:00,1,2019/7/9 0:00,0,2019/7/9 0:00,0,1081
2019/7/9 1:00,2,1 ,6,2022/5/25 1:00,9,2020/11/9 1:00,3,2018/7/9 1:00,29,2021/8/9 1:00,1,2019/7/9 1:00,0,2019/7/9 1:00,4,2019/7/9 1:00,1,2019/7/9 1:00,1,2019/7/9 1:00,1,2019/7/9 1:00,0,2019/7/9 1:00,0,1041
2019/7/9 2:00,2,2 ,5,2022/5/25 2:00,5,2020/11/9 2:00,3,2018/7/9 2:00,30,2021/8/9 2:00,1,2019/7/9 2:00,0,2019/7/9 2:00,4,2019/7/9 2:00,1,2019/7/9 2:00,1,2019/7/9 2:00,1,2019/7/9 2:00,0,2019/7/9 2:00,0,1024
2019/7/9 3:00,2,3 ,5,2022/5/25 3:00,4,2020/11/9 3:00,3,2018/7/9 3:00,29,2021/8/9 3:00,1,2019/7/9 3:00,0,2019/7/9 3:00,2,2019/7/9 3:00,1,2019/7/9 3:00,1,2019/7/9 3:00,1,2019/7/9 3:00,0,2019/7/9 3:00,0,1014
2019/7/9 4:00,2,4 ,5,2022/5/25 4:00,5,2020/11/9 4:00,3,2018/7/9 4:00,30,2021/8/9 4:00,1,2019/7/9 4:00,0,2019/7/9 4:00,2,2019/7/9 4:00,1,2019/7/9 4:00,1,2019/7/9 4:00,1,2019/7/9 4:00,0,2019/7/9 4:00,0,1010
2019/7/9 5:00,2,5 ,5,2022/5/25 5:00,8,2020/11/9 5:00,4,2018/7/9 5:00,29,2021/8/9 5:00,1,2019/7/9 5:00,0,2019/7/9 5:00,6,2019/7/9 5:00,1,2019/7/9 5:00,1,2019/7/9 5:00,1,2019/7/9 5:00,0,2019/7/9 5:00,0,1025
2019/7/9 6:00,2,6 ,5,2022/5/25 6:00,6,2020/11/9 6:00,5,2018/7/9 6:00,30,2021/8/9 6:00,3,2019/7/9 6:00,0,2019/7/9 6:00,8,2019/7/9 6:00,2,2019/7/9 6:00,1,2019/7/9 6:00,1,2019/7/9 6:00,0,2019/7/9 6:00,1,1085
2019/7/9 7:00,2,7 ,6,2022/5/25 7:00,7,2020/11/9 7:00,7,2018/7/9 7:00,28,2021/8/9 7:00,4,2019/7/9 7:00,0,2019/7/9 7:00,2,2019/7/9 7:00,2,2019/7/9 7:00,1,2019/7/9 7:00,1,2019/7/9 7:00,0,2019/7/9 7:00,1,1350
2019/7/9 8:00,2,8 ,6,2022/5/25 8:00,12,2020/11/9 8:00,9,2018/7/9 8:00,29,2021/8/9 8:00,6,2019/7/9 8:00,1,2019/7/9 8:00,4,2019/7/9 8:00,1,2019/7/9 8:00,1,2019/7/9 8:00,1,2019/7/9 8:00,0,2019/7/9 8:00,0,1621
2019/7/9 9:00,2,9 ,8,2022/5/25 9:00,14,2020/11/9 9:00,12,2018/7/9 9:00,26,2021/8/9 9:00,6,2019/7/9 9:00,1,2019/7/9 9:00,6,2019/7/9 9:00,2,2019/7/9 9:00,2,2019/7/9 9:00,1,2019/7/9 9:00,0,2019/7/9 9:00,1,1709
2019/7/9 10:00,2,10 ,9,2022/5/25 10:00,13,2020/11/9 10:00,15,2018/7/9 10:00,28,2021/8/9 10:00,6,2019/7/9 10:00,1,2019/7/9 10:00,2,2019/7/9 10:00,3,2019/7/9 10:00,2,2019/7/9 10:00,1,2019/7/9 10:00,0,2019/7/9 10:00,1,1745
2019/7/9 11:00,2,11 ,11,2022/5/25 11:00,14,2020/11/9 11:00,13,2018/7/9 11:00,22,2021/8/9 11:00,7,2019/7/9 11:00,1,2019/7/9 11:00,0,2019/7/9 11:00,3,2019/7/9 11:00,2,2019/7/9 11:00,1,2019/7/9 11:00,0,2019/7/9 11:00,1,1818
2019/7/9 12:00,2,12 ,10,2022/5/25 12:00,17,2020/11/9 12:00,15,2018/7/9 12:00,26,2021/8/9 12:00,7,2019/7/9 12:00,1,2019/7/9 12:00,0,2019/7/9 12:00,1,2019/7/9 12:00,2,2019/7/9 12:00,2,2019/7/9 12:00,0,2019/7/9 12:00,1,1886
2019/7/9 13:00,2,13 ,9,2022/5/25 13:00,16,2020/11/9 13:00,15,2018/7/9 13:00,28,2021/8/9 13:00,6,2019/7/9 13:00,0,2019/7/9 13:00,2,2019/7/9 13:00,1,2019/7/9 13:00,2,2019/7/9 13:00,2,2019/7/9 13:00,1,2019/7/9 13:00,0,1845
2019/7/9 14:00,2,14 ,10,2022/5/25 14:00,16,2020/11/9 14:00,11,2018/7/9 14:00,32,2021/8/9 14:00,7,2019/7/9 14:00,1,2019/7/9 14:00,4,2019/7/9 14:00,2,2019/7/9 14:00,2,2019/7/9 14:00,2,2019/7/9 14:00,1,2019/7/9 14:00,0,1801
2019/7/9 15:00,2,15 ,8,2022/5/25 15:00,15,2020/11/9 15:00,9,2018/7/9 15:00,31,2021/8/9 15:00,4,2019/7/9 15:00,1,2019/7/9 15:00,2,2019/7/9 15:00,1,2019/7/9 15:00,2,2019/7/9 15:00,2,2019/7/9 15:00,1,2019/7/9 15:00,0,1806
2019/7/9 16:00,2,16 ,7,2022/5/25 16:00,16,2020/11/9 16:00,9,2018/7/9 16:00,32,2021/8/9 16:00,7,2019/7/9 16:00,0,2019/7/9 16:00,0,2019/7/9 16:00,1,2019/7/9 16:00,2,2019/7/9 16:00,1,2019/7/9 16:00,1,2019/7/9 16:00,0,1790
2019/7/9 17:00,2,17 ,9,2022/5/25 17:00,16,2020/11/9 17:00,6,2018/7/9 17:00,33,2021/8/9 17:00,8,2019/7/9 17:00,0,2019/7/9 17:00,4,2019/7/9 17:00,3,2019/7/9 17:00,2,2019/7/9 17:00,1,2019/7/9 17:00,1,2019/7/9 17:00,1,1666
2019/7/9 18:00,2,18 ,6,2022/5/25 18:00,16,2020/11/9 18:00,8,2018/7/9 18:00,30,2021/8/9 18:00,5,2019/7/9 18:00,0,2019/7/9 18:00,2,2019/7/9 18:00,2,2019/7/9 18:00,1,2019/7/9 18:00,1,2019/7/9 18:00,1,2019/7/9 18:00,0,1501
2019/7/9 19:00,2,19 ,6,2022/5/25 19:00,14,2020/11/9 19:00,6,2018/7/9 19:00,30,2021/8/9 19:00,5,2019/7/9 19:00,0,2019/7/9 19:00,4,2019/7/9 19:00,2,2019/7/9 19:00,1,2019/7/9 19:00,1,2019/7/9 19:00,0,2019/7/9 19:00,0,1392
2019/7/9 20:00,2,20 ,6,2022/5/25 20:00,12,2020/11/9 20:00,4,2018/7/9 20:00,31,2021/8/9 20:00,4,2019/7/9 20:00,0,2019/7/9 20:00,4,2019/7/9 20:00,1,2019/7/9 20:00,1,2019/7/9 20:00,1,2019/7/9 20:00,0,2019/7/9 20:00,0,1329
2019/7/9 21:00,2,21 ,6,2022/5/25 21:00,13,2020/11/9 21:00,2,2018/7/9 21:00,29,2021/8/9 21:00,1,2019/7/9 21:00,0,2019/7/9 21:00,2,2019/7/9 21:00,1,2019/7/9 21:00,1,2019/7/9 21:00,1,2019/7/9 21:00,0,2019/7/9 21:00,0,1253
2019/7/9 22:00,2,22 ,6,2022/5/25 22:00,9,2020/11/9 22:00,2,2018/7/9 22:00,31,2021/8/9 22:00,0,2019/7/9 22:00,1,2019/7/9 22:00,2,2019/7/9 22:00,1,2019/7/9 22:00,1,2019/7/9 22:00,1,2019/7/9 22:00,0,2019/7/9 22:00,0,1155
2019/7/9 23:00,2,23 ,5,2022/5/25 23:00,10,2020/11/9 23:00,1,2018/7/9 23:00,30,2021/8/9 23:00,0,2019/7/9 23:00,0,2019/7/9 23:00,2,2019/7/9 23:00,1,2019/7/9 23:00,1,2019/7/9 23:00,1,2019/7/9 23:00,0,2019/7/9 23:00,0,1086
2019/7/10 0:00,3,0 ,5,2022/5/26 0:00,8,2020/11/10 0:00,1,2018/7/10 0:00,27,2021/8/10 0:00,0,2019/7/10 0:00,0,2019/7/10 0:00,2,2019/7/10 0:00,1,2019/7/10 0:00,1,2019/7/10 0:00,1,2019/7/10 0:00,0,2019/7/10 0:00,0,1027
2019/7/10 1:00,3,1 ,5,2022/5/26 1:00,7,2020/11/10 1:00,1,2018/7/10 1:00,28,2021/8/10 1:00,0,2019/7/10 1:00,0,2019/7/10 1:00,2,2019/7/10 1:00,1,2019/7/10 1:00,1,2019/7/10 1:00,1,2019/7/10 1:00,0,2019/7/10 1:00,0,982
2019/7/10 2:00,3,2 ,5,2022/5/26 2:00,6,2020/11/10 2:00,1,2018/7/10 2:00,25,2021/8/10 2:00,0,2019/7/10 2:00,0,2019/7/10 2:00,2,2019/7/10 2:00,1,2019/7/10 2:00,1,2019/7/10 2:00,1,2019/7/10 2:00,0,2019/7/10 2:00,0,957
2019/7/10 3:00,3,3 ,5,2022/5/26 3:00,3,2020/11/10 3:00,1,2018/7/10 3:00,25,2021/8/10 3:00,0,2019/7/10 3:00,0,2019/7/10 3:00,2,2019/7/10 3:00,1,2019/7/10 3:00,1,2019/7/10 3:00,1,2019/7/10 3:00,0,2019/7/10 3:00,0,949
2019/7/10 4:00,3,4 ,5,2022/5/26 4:00,3,2020/11/10 4:00,1,2018/7/10 4:00,25,2021/8/10 4:00,0,2019/7/10 4:00,0,2019/7/10 4:00,2,2019/7/10 4:00,1,2019/7/10 4:00,1,2019/7/10 4:00,1,2019/7/10 4:00,0,2019/7/10 4:00,0,946
2019/7/10 5:00,3,5 ,5,2022/5/26 5:00,6,2020/11/10 5:00,3,2018/7/10 5:00,27,2021/8/10 5:00,0,2019/7/10 5:00,0,2019/7/10 5:00,2,2019/7/10 5:00,1,2019/7/10 5:00,1,2019/7/10 5:00,1,2019/7/10 5:00,0,2019/7/10 5:00,1,955
2019/7/10 6:00,3,6 ,5,2022/5/26 6:00,8,2020/11/10 6:00,3,2018/7/10 6:00,25,2021/8/10 6:00,1,2019/7/10 6:00,0,2019/7/10 6:00,2,2019/7/10 6:00,1,2019/7/10 6:00,1,2019/7/10 6:00,1,2019/7/10 6:00,0,2019/7/10 6:00,1,991
2019/7/10 7:00,3,7 ,5,2022/5/26 7:00,8,2020/11/10 7:00,5,2018/7/10 7:00,24,2021/8/10 7:00,3,2019/7/10 7:00,0,2019/7/10 7:00,2,2019/7/10 7:00,1,2019/7/10 7:00,1,2019/7/10 7:00,1,2019/7/10 7:00,0,2019/7/10 7:00,0,1273
2019/7/10 8:00,3,8 ,5,2022/5/26 8:00,15,2020/11/10 8:00,6,2018/7/10 8:00,28,2021/8/10 8:00,5,2019/7/10 8:00,0,2019/7/10 8:00,2,2019/7/10 8:00,1,2019/7/10 8:00,1,2019/7/10 8:00,1,2019/7/10 8:00,0,2019/7/10 8:00,0,1596
2019/7/10 9:00,3,9 ,7,2022/5/26 9:00,16,2020/11/10 9:00,9,2018/7/10 9:00,26,2021/8/10 9:00,6,2019/7/10 9:00,1,2019/7/10 9:00,4,2019/7/10 9:00,2,2019/7/10 9:00,1,2019/7/10 9:00,1,2019/7/10 9:00,0,2019/7/10 9:00,0,1662
2019/7/10 10:00,3,10 ,10,2022/5/26 10:00,16,2020/11/10 10:00,9,2018/7/10 10:00,26,2021/8/10 10:00,7,2019/7/10 10:00,0,2019/7/10 10:00,0,2019/7/10 10:00,1,2019/7/10 10:00,1,2019/7/10 10:00,1,2019/7/10 10:00,0,2019/7/10 10:00,0,1714
2019/7/10 11:00,3,11 ,10,2022/5/26 11:00,13,2020/11/10 11:00,10,2018/7/10 11:00,25,2021/8/10 11:00,6,2019/7/10 11:00,1,2019/7/10 11:00,2,2019/7/10 11:00,1,2019/7/10 11:00,1,2019/7/10 11:00,1,2019/7/10 11:00,1,2019/7/10 11:00,0,1750
2019/7/10 12:00,3,12 ,10,2022/5/26 12:00,16,2020/11/10 12:00,15,2018/7/10 12:00,28,2021/8/10 12:00,6,2019/7/10 12:00,1,2019/7/10 12:00,2,2019/7/10 12:00,2,2019/7/10 12:00,1,2019/7/10 12:00,1,2019/7/10 12:00,1,2019/7/10 12:00,0,1805
2019/7/10 13:00,3,13 ,9,2022/5/26 13:00,16,2020/11/10 13:00,14,2018/7/10 13:00,29,2021/8/10 13:00,8,2019/7/10 13:00,0,2019/7/10 13:00,4,2019/7/10 13:00,2,2019/7/10 13:00,2,2019/7/10 13:00,1,2019/7/10 13:00,1,2019/7/10 13:00,0,1760
2019/7/10 14:00,3,14 ,10,2022/5/26 14:00,16,2020/11/10 14:00,13,2018/7/10 14:00,27,2021/8/10 14:00,6,2019/7/10 14:00,0,2019/7/10 14:00,4,2019/7/10 14:00,2,2019/7/10 14:00,2,2019/7/10 14:00,1,2019/7/10 14:00,0,2019/7/10 14:00,0,1694
2019/7/10 15:00,3,15 ,8,2022/5/26 15:00,14,2020/11/10 15:00,10,2018/7/10 15:00,25,2021/8/10 15:00,7,2019/7/10 15:00,1,2019/7/10 15:00,4,2019/7/10 15:00,2,2019/7/10 15:00,2,2019/7/10 15:00,1,2019/7/10 15:00,0,2019/7/10 15:00,0,1690
2019/7/10 16:00,3,16 ,11,2022/5/26 16:00,14,2020/11/10 16:00,7,2018/7/10 16:00,28,2021/8/10 16:00,7,2019/7/10 16:00,1,2019/7/10 16:00,2,2019/7/10 16:00,2,2019/7/10 16:00,2,2019/7/10 16:00,1,2019/7/10 16:00,1,2019/7/10 16:00,1,1600
2019/7/10 17:00,3,17 ,10,2022/5/26 17:00,14,2020/11/10 17:00,5,2018/7/10 17:00,30,2021/8/10 17:00,5,2019/7/10 17:00,1,2019/7/10 17:00,4,2019/7/10 17:00,1,2019/7/10 17:00,2,2019/7/10 17:00,1,2019/7/10 17:00,0,2019/7/10 17:00,1,1515
2019/7/10 18:00,3,18 ,9,2022/5/26 18:00,14,2020/11/10 18:00,5,2018/7/10 18:00,30,2021/8/10 18:00,7,2019/7/10 18:00,0,2019/7/10 18:00,4,2019/7/10 18:00,1,2019/7/10 18:00,1,2019/7/10 18:00,1,2019/7/10 18:00,0,2019/7/10 18:00,1,1354
2019/7/10 19:00,3,19 ,7,2022/5/26 19:00,13,2020/11/10 19:00,5,2018/7/10 19:00,26,2021/8/10 19:00,7,2019/7/10 19:00,0,2019/7/10 19:00,2,2019/7/10 19:00,1,2019/7/10 19:00,1,2019/7/10 19:00,1,2019/7/10 19:00,0,2019/7/10 19:00,0,1285
2019/7/10 20:00,3,20 ,6,2022/5/26 20:00,11,2020/11/10 20:00,3,2018/7/10 20:00,26,2021/8/10 20:00,6,2019/7/10 20:00,0,2019/7/10 20:00,2,2019/7/10 20:00,1,2019/7/10 20:00,1,2019/7/10 20:00,1,2019/7/10 20:00,0,2019/7/10 20:00,0,1314
2019/7/10 21:00,3,21 ,5,2022/5/26 21:00,10,2020/11/10 21:00,4,2018/7/10 21:00,27,2021/8/10 21:00,3,2019/7/10 21:00,1,2019/7/10 21:00,4,2019/7/10 21:00,2,2019/7/10 21:00,1,2019/7/10 21:00,1,2019/7/10 21:00,0,2019/7/10 21:00,0,1294
2019/7/10 22:00,3,22 ,5,2022/5/26 22:00,14,2020/11/10 22:00,4,2018/7/10 22:00,29,2021/8/10 22:00,2,2019/7/10 22:00,0,2019/7/10 22:00,4,2019/7/10 22:00,2,2019/7/10 22:00,1,2019/7/10 22:00,1,2019/7/10 22:00,0,2019/7/10 22:00,0,1221
2019/7/10 23:00,3,23 ,5,2022/5/26 23:00,12,2020/11/10 23:00,4,2018/7/10 23:00,25,2021/8/10 23:00,1,2019/7/10 23:00,0,2019/7/10 23:00,0,2019/7/10 23:00,1,2019/7/10 23:00,1,2019/7/10 23:00,1,2019/7/10 23:00,0,2019/7/10 23:00,0,1139
2019/7/11 0:00,4,0 ,5,2022/5/27 0:00,10,2020/11/11 0:00,4,2018/7/11 0:00,27,2021/8/11 0:00,1,2019/7/11 0:00,0,2019/7/11 0:00,0,2019/7/11 0:00,1,2019/7/11 0:00,1,2019/7/11 0:00,1,2019/7/11 0:00,0,2019/7/11 0:00,0,1101
2019/7/11 1:00,4,1 ,5,2022/5/27 1:00,10,2020/11/11 1:00,4,2018/7/11 1:00,26,2021/8/11 1:00,1,2019/7/11 1:00,0,2019/7/11 1:00,0,2019/7/11 1:00,1,2019/7/11 1:00,1,2019/7/11 1:00,1,2019/7/11 1:00,0,2019/7/11 1:00,0,1069
2019/7/11 2:00,4,2 ,5,2022/5/27 2:00,6,2020/11/11 2:00,4,2018/7/11 2:00,27,2021/8/11 2:00,1,2019/7/11 2:00,0,2019/7/11 2:00,0,2019/7/11 2:00,1,2019/7/11 2:00,1,2019/7/11 2:00,1,2019/7/11 2:00,0,2019/7/11 2:00,0,1056
2019/7/11 3:00,4,3 ,5,2022/5/27 3:00,5,2020/11/11 3:00,4,2018/7/11 3:00,25,2021/8/11 3:00,1,2019/7/11 3:00,0,2019/7/11 3:00,0,2019/7/11 3:00,1,2019/7/11 3:00,1,2019/7/11 3:00,1,2019/7/11 3:00,0,2019/7/11 3:00,0,1050
2019/7/11 4:00,4,4 ,5,2022/5/27 4:00,5,2020/11/11 4:00,4,2018/7/11 4:00,23,2021/8/11 4:00,1,2019/7/11 4:00,0,2019/7/11 4:00,0,2019/7/11 4:00,1,2019/7/11 4:00,1,2019/7/11 4:00,1,2019/7/11 4:00,0,2019/7/11 4:00,0,1038
2019/7/11 5:00,4,5 ,5,2022/5/27 5:00,7,2020/11/11 5:00,4,2018/7/11 5:00,25,2021/8/11 5:00,1,2019/7/11 5:00,0,2019/7/11 5:00,0,2019/7/11 5:00,1,2019/7/11 5:00,1,2019/7/11 5:00,1,2019/7/11 5:00,0,2019/7/11 5:00,0,1058
2019/7/11 6:00,4,6 ,5,2022/5/27 6:00,10,2020/11/11 6:00,5,2018/7/11 6:00,27,2021/8/11 6:00,3,2019/7/11 6:00,0,2019/7/11 6:00,0,2019/7/11 6:00,1,2019/7/11 6:00,1,2019/7/11 6:00,1,2019/7/11 6:00,0,2019/7/11 6:00,0,1108
2019/7/11 7:00,4,7 ,6,2022/5/27 7:00,10,2020/11/11 7:00,7,2018/7/11 7:00,25,2021/8/11 7:00,5,2019/7/11 7:00,0,2019/7/11 7:00,0,2019/7/11 7:00,1,2019/7/11 7:00,1,2019/7/11 7:00,1,2019/7/11 7:00,0,2019/7/11 7:00,0,1370
